'Time and date','EEG O1'
'hh:mm:ss.mmm dd/mm/yyyy','uV'
'[23:27:25.113 06/02/2013]',10.625
'[23:27:25.114 06/02/2013]',10.813
'[23:27:25.114 06/02/2013]',11.000
'[23:27:25.115 06/02/2013]',11.156
'[23:27:25.115 06/02/2013]',11.313
'[23:27:25.116 06/02/2013]',11.438
'[23:27:25.116 06/02/2013]',11.563
'[23:27:25.117 06/02/2013]',11.656
'[23:27:25.117 06/02/2013]',11.750
'[23:27:25.118 06/02/2013]',11.813
'[23:27:25.118 06/02/2013]',11.875
'[23:27:25.119 06/02/2013]',11.938
'[23:27:25.119 06/02/2013]',12.000
'[23:27:25.120 06/02/2013]',12.031
'[23:27:25.120 06/02/2013]',12.063
'[23:27:25.121 06/02/2013]',12.094
'[23:27:25.121 06/02/2013]',12.125
'[23:27:25.122 06/02/2013]',12.125
'[23:27:25.122 06/02/2013]',12.156
'[23:27:25.123 06/02/2013]',12.188
'[23:27:25.123 06/02/2013]',12.219
'[23:27:25.124 06/02/2013]',12.250
'[23:27:25.124 06/02/2013]',12.281
'[23:27:25.125 06/02/2013]',12.313
'[23:27:25.125 06/02/2013]',12.375
'[23:27:25.125 06/02/2013]',12.438
'[23:27:25.126 06/02/2013]',12.500
'[23:27:25.126 06/02/2013]',12.594
'[23:27:25.127 06/02/2013]',12.719
'[23:27:25.127 06/02/2013]',12.844
'[23:27:25.128 06/02/2013]',12.969
'[23:27:25.128 06/02/2013]',13.156
'[23:27:25.129 06/02/2013]',13.344
'[23:27:25.129 06/02/2013]',13.531
'[23:27:25.130 06/02/2013]',13.781
'[23:27:25.130 06/02/2013]',14.031
'[23:27:25.131 06/02/2013]',14.344
'[23:27:25.131 06/02/2013]',14.625
'[23:27:25.132 06/02/2013]',14.969
'[23:27:25.132 06/02/2013]',15.313
'[23:27:25.133 06/02/2013]',15.688
'[23:27:25.133 06/02/2013]',16.063
'[23:27:25.134 06/02/2013]',16.469
'[23:27:25.134 06/02/2013]',16.875
'[23:27:25.135 06/02/2013]',17.250
'[23:27:25.135 06/02/2013]',17.656
'[23:27:25.136 06/02/2013]',18.031
'[23:27:25.136 06/02/2013]',18.406
'[23:27:25.137 06/02/2013]',18.750
'[23:27:25.137 06/02/2013]',19.063
'[23:27:25.138 06/02/2013]',19.344
'[23:27:25.138 06/02/2013]',19.625
'[23:27:25.139 06/02/2013]',19.844
'[23:27:25.139 06/02/2013]',20.000
'[23:27:25.140 06/02/2013]',20.157
'[23:27:25.140 06/02/2013]',20.250
'[23:27:25.141 06/02/2013]',20.282
'[23:27:25.141 06/02/2013]',20.282
'[23:27:25.142 06/02/2013]',20.250
'[23:27:25.142 06/02/2013]',20.157
'[23:27:25.143 06/02/2013]',20.032
'[23:27:25.143 06/02/2013]',19.875
'[23:27:25.144 06/02/2013]',19.688
'[23:27:25.144 06/02/2013]',19.438
'[23:27:25.145 06/02/2013]',19.188
'[23:27:25.145 06/02/2013]',18.907
'[23:27:25.146 06/02/2013]',18.594
'[23:27:25.146 06/02/2013]',18.250
'[23:27:25.146 06/02/2013]',17.906
'[23:27:25.147 06/02/2013]',17.531
'[23:27:25.147 06/02/2013]',17.156
'[23:27:25.148 06/02/2013]',16.781
'[23:27:25.148 06/02/2013]',16.406
'[23:27:25.149 06/02/2013]',16.031
'[23:27:25.149 06/02/2013]',15.656
'[23:27:25.150 06/02/2013]',15.281
'[23:27:25.150 06/02/2013]',14.938
'[23:27:25.151 06/02/2013]',14.594
'[23:27:25.151 06/02/2013]',14.281
'[23:27:25.152 06/02/2013]',14.000
'[23:27:25.152 06/02/2013]',13.719
'[23:27:25.153 06/02/2013]',13.469
'[23:27:25.153 06/02/2013]',13.250
'[23:27:25.154 06/02/2013]',13.031
'[23:27:25.154 06/02/2013]',12.875
'[23:27:25.155 06/02/2013]',12.719
'[23:27:25.155 06/02/2013]',12.594
'[23:27:25.156 06/02/2013]',12.500
'[23:27:25.156 06/02/2013]',12.406
'[23:27:25.157 06/02/2013]',12.375
'[23:27:25.157 06/02/2013]',12.344
'[23:27:25.158 06/02/2013]',12.375
'[23:27:25.158 06/02/2013]',12.375
'[23:27:25.159 06/02/2013]',12.438
'[23:27:25.159 06/02/2013]',12.531
'[23:27:25.160 06/02/2013]',12.625
'[23:27:25.160 06/02/2013]',12.719
'[23:27:25.161 06/02/2013]',12.875
'[23:27:25.161 06/02/2013]',13.031
'[23:27:25.162 06/02/2013]',13.219
'[23:27:25.162 06/02/2013]',13.406
'[23:27:25.163 06/02/2013]',13.625
'[23:27:25.163 06/02/2013]',13.844
'[23:27:25.164 06/02/2013]',14.094
'[23:27:25.164 06/02/2013]',14.344
'[23:27:25.165 06/02/2013]',14.625
'[23:27:25.165 06/02/2013]',14.906
'[23:27:25.166 06/02/2013]',15.219
'[23:27:25.166 06/02/2013]',15.531
'[23:27:25.167 06/02/2013]',15.844
'[23:27:25.167 06/02/2013]',16.156
'[23:27:25.167 06/02/2013]',16.500
'[23:27:25.168 06/02/2013]',16.813
'[23:27:25.168 06/02/2013]',17.125
'[23:27:25.169 06/02/2013]',17.469
'[23:27:25.169 06/02/2013]',17.750
'[23:27:25.170 06/02/2013]',18.063
'[23:27:25.170 06/02/2013]',18.344
'[23:27:25.171 06/02/2013]',18.594
'[23:27:25.171 06/02/2013]',18.813
'[23:27:25.172 06/02/2013]',19.032
'[23:27:25.172 06/02/2013]',19.219
'[23:27:25.173 06/02/2013]',19.344
'[23:27:25.173 06/02/2013]',19.469
'[23:27:25.174 06/02/2013]',19.532
'[23:27:25.174 06/02/2013]',19.563
'[23:27:25.175 06/02/2013]',19.563
'[23:27:25.175 06/02/2013]',19.532
'[23:27:25.176 06/02/2013]',19.469
'[23:27:25.176 06/02/2013]',19.344
'[23:27:25.177 06/02/2013]',19.188
'[23:27:25.177 06/02/2013]',19.000
'[23:27:25.178 06/02/2013]',18.781
'[23:27:25.178 06/02/2013]',18.531
'[23:27:25.179 06/02/2013]',18.250
'[23:27:25.179 06/02/2013]',17.969
'[23:27:25.180 06/02/2013]',17.625
'[23:27:25.180 06/02/2013]',17.281
'[23:27:25.181 06/02/2013]',16.938
'[23:27:25.181 06/02/2013]',16.563
'[23:27:25.182 06/02/2013]',16.219
'[23:27:25.182 06/02/2013]',15.844
'[23:27:25.183 06/02/2013]',15.469
'[23:27:25.183 06/02/2013]',15.125
'[23:27:25.184 06/02/2013]',14.781
'[23:27:25.184 06/02/2013]',14.469
'[23:27:25.185 06/02/2013]',14.188
'[23:27:25.185 06/02/2013]',13.906
'[23:27:25.186 06/02/2013]',13.656
'[23:27:25.186 06/02/2013]',13.469
'[23:27:25.187 06/02/2013]',13.281
'[23:27:25.187 06/02/2013]',13.125
'[23:27:25.188 06/02/2013]',13.031
'[23:27:25.188 06/02/2013]',12.969
'[23:27:25.188 06/02/2013]',12.906
'[23:27:25.189 06/02/2013]',12.906
'[23:27:25.189 06/02/2013]',12.938
'[23:27:25.190 06/02/2013]',12.969
'[23:27:25.190 06/02/2013]',13.063
'[23:27:25.191 06/02/2013]',13.156
'[23:27:25.191 06/02/2013]',13.281
'[23:27:25.192 06/02/2013]',13.406
'[23:27:25.192 06/02/2013]',13.563
'[23:27:25.193 06/02/2013]',13.719
'[23:27:25.193 06/02/2013]',13.875
'[23:27:25.194 06/02/2013]',14.000
'[23:27:25.194 06/02/2013]',14.156
'[23:27:25.195 06/02/2013]',14.281
'[23:27:25.195 06/02/2013]',14.406
'[23:27:25.196 06/02/2013]',14.500
'[23:27:25.196 06/02/2013]',14.563
'[23:27:25.197 06/02/2013]',14.625
'[23:27:25.197 06/02/2013]',14.656
'[23:27:25.198 06/02/2013]',14.625
'[23:27:25.198 06/02/2013]',14.563
'[23:27:25.199 06/02/2013]',14.500
'[23:27:25.199 06/02/2013]',14.375
'[23:27:25.200 06/02/2013]',14.188
'[23:27:25.200 06/02/2013]',14.000
'[23:27:25.201 06/02/2013]',13.750
'[23:27:25.201 06/02/2013]',13.469
'[23:27:25.202 06/02/2013]',13.156
'[23:27:25.202 06/02/2013]',12.844
'[23:27:25.203 06/02/2013]',12.469
'[23:27:25.203 06/02/2013]',12.063
'[23:27:25.204 06/02/2013]',11.656
'[23:27:25.204 06/02/2013]',11.219
'[23:27:25.205 06/02/2013]',10.781
'[23:27:25.205 06/02/2013]',10.344
'[23:27:25.206 06/02/2013]',9.875
'[23:27:25.206 06/02/2013]',9.438
'[23:27:25.207 06/02/2013]',8.969
'[23:27:25.207 06/02/2013]',8.531
'[23:27:25.208 06/02/2013]',8.094
'[23:27:25.208 06/02/2013]',7.688
'[23:27:25.208 06/02/2013]',7.281
'[23:27:25.209 06/02/2013]',6.906
'[23:27:25.209 06/02/2013]',6.531
'[23:27:25.210 06/02/2013]',6.188
'[23:27:25.210 06/02/2013]',5.875
'[23:27:25.211 06/02/2013]',5.594
'[23:27:25.211 06/02/2013]',5.344
'[23:27:25.212 06/02/2013]',5.125
'[23:27:25.212 06/02/2013]',4.938
'[23:27:25.213 06/02/2013]',4.750
'[23:27:25.213 06/02/2013]',4.625
'[23:27:25.214 06/02/2013]',4.531
'[23:27:25.214 06/02/2013]',4.469
'[23:27:25.215 06/02/2013]',4.438
'[23:27:25.215 06/02/2013]',4.406
'[23:27:25.216 06/02/2013]',4.438
'[23:27:25.216 06/02/2013]',4.469
'[23:27:25.217 06/02/2013]',4.500
'[23:27:25.217 06/02/2013]',4.594
'[23:27:25.218 06/02/2013]',4.656
'[23:27:25.218 06/02/2013]',4.750
'[23:27:25.219 06/02/2013]',4.875
'[23:27:25.219 06/02/2013]',4.969
'[23:27:25.220 06/02/2013]',5.094
'[23:27:25.220 06/02/2013]',5.188
'[23:27:25.221 06/02/2013]',5.313
'[23:27:25.221 06/02/2013]',5.406
'[23:27:25.222 06/02/2013]',5.500
'[23:27:25.222 06/02/2013]',5.594
'[23:27:25.223 06/02/2013]',5.656
'[23:27:25.223 06/02/2013]',5.719
'[23:27:25.224 06/02/2013]',5.781
'[23:27:25.224 06/02/2013]',5.844
'[23:27:25.225 06/02/2013]',5.906
'[23:27:25.225 06/02/2013]',5.938
'[23:27:25.226 06/02/2013]',5.969
'[23:27:25.226 06/02/2013]',6.000
'[23:27:25.227 06/02/2013]',6.031
'[23:27:25.227 06/02/2013]',6.094
'[23:27:25.228 06/02/2013]',6.125
'[23:27:25.228 06/02/2013]',6.156
'[23:27:25.229 06/02/2013]',6.188
'[23:27:25.229 06/02/2013]',6.250
'[23:27:25.229 06/02/2013]',6.313
'[23:27:25.230 06/02/2013]',6.375
'[23:27:25.230 06/02/2013]',6.438
'[23:27:25.231 06/02/2013]',6.531
'[23:27:25.231 06/02/2013]',6.625
'[23:27:25.232 06/02/2013]',6.750
'[23:27:25.232 06/02/2013]',6.844
'[23:27:25.233 06/02/2013]',6.969
'[23:27:25.233 06/02/2013]',7.125
'[23:27:25.234 06/02/2013]',7.250
'[23:27:25.234 06/02/2013]',7.406
'[23:27:25.235 06/02/2013]',7.531
'[23:27:25.235 06/02/2013]',7.688
'[23:27:25.236 06/02/2013]',7.844
'[23:27:25.236 06/02/2013]',8.000
'[23:27:25.237 06/02/2013]',8.125
'[23:27:25.237 06/02/2013]',8.250
'[23:27:25.238 06/02/2013]',8.406
'[23:27:25.238 06/02/2013]',8.500
'[23:27:25.239 06/02/2013]',8.625
'[23:27:25.239 06/02/2013]',8.719
'[23:27:25.240 06/02/2013]',8.781
'[23:27:25.240 06/02/2013]',8.844
'[23:27:25.241 06/02/2013]',8.906
'[23:27:25.241 06/02/2013]',8.938
'[23:27:25.242 06/02/2013]',8.969
'[23:27:25.242 06/02/2013]',9.000
'[23:27:25.243 06/02/2013]',9.000
'[23:27:25.243 06/02/2013]',9.000
'[23:27:25.244 06/02/2013]',9.000
'[23:27:25.244 06/02/2013]',9.000
'[23:27:25.245 06/02/2013]',9.031
'[23:27:25.245 06/02/2013]',9.031
'[23:27:25.246 06/02/2013]',9.031
'[23:27:25.246 06/02/2013]',9.063
'[23:27:25.247 06/02/2013]',9.125
'[23:27:25.247 06/02/2013]',9.188
'[23:27:25.248 06/02/2013]',9.281
'[23:27:25.248 06/02/2013]',9.406
'[23:27:25.249 06/02/2013]',9.531
'[23:27:25.249 06/02/2013]',9.719
'[23:27:25.250 06/02/2013]',9.938
'[23:27:25.250 06/02/2013]',10.188
'[23:27:25.250 06/02/2013]',10.469
'[23:27:25.251 06/02/2013]',10.781
'[23:27:25.251 06/02/2013]',11.125
'[23:27:25.252 06/02/2013]',11.500
'[23:27:25.252 06/02/2013]',11.906
'[23:27:25.253 06/02/2013]',12.344
'[23:27:25.253 06/02/2013]',12.813
'[23:27:25.254 06/02/2013]',13.313
'[23:27:25.254 06/02/2013]',13.844
'[23:27:25.255 06/02/2013]',14.406
'[23:27:25.255 06/02/2013]',14.969
'[23:27:25.256 06/02/2013]',15.531
'[23:27:25.256 06/02/2013]',16.125
'[23:27:25.257 06/02/2013]',16.719
'[23:27:25.257 06/02/2013]',17.313
'[23:27:25.258 06/02/2013]',17.938
'[23:27:25.258 06/02/2013]',18.531
'[23:27:25.259 06/02/2013]',19.125
'[23:27:25.259 06/02/2013]',19.688
'[23:27:25.260 06/02/2013]',20.282
'[23:27:25.260 06/02/2013]',20.813
'[23:27:25.261 06/02/2013]',21.344
'[23:27:25.261 06/02/2013]',21.813
'[23:27:25.262 06/02/2013]',22.282
'[23:27:25.262 06/02/2013]',22.719
'[23:27:25.263 06/02/2013]',23.125
'[23:27:25.263 06/02/2013]',23.469
'[23:27:25.264 06/02/2013]',23.750
'[23:27:25.264 06/02/2013]',24.000
'[23:27:25.265 06/02/2013]',24.219
'[23:27:25.265 06/02/2013]',24.375
'[23:27:25.266 06/02/2013]',24.469
'[23:27:25.266 06/02/2013]',24.500
'[23:27:25.267 06/02/2013]',24.469
'[23:27:25.267 06/02/2013]',24.375
'[23:27:25.268 06/02/2013]',24.219
'[23:27:25.268 06/02/2013]',23.969
'[23:27:25.269 06/02/2013]',23.688
'[23:27:25.269 06/02/2013]',23.344
'[23:27:25.270 06/02/2013]',22.907
'[23:27:25.270 06/02/2013]',22.407
'[23:27:25.271 06/02/2013]',21.875
'[23:27:25.271 06/02/2013]',21.250
'[23:27:25.271 06/02/2013]',20.594
'[23:27:25.272 06/02/2013]',19.844
'[23:27:25.272 06/02/2013]',19.063
'[23:27:25.273 06/02/2013]',18.250
'[23:27:25.273 06/02/2013]',17.375
'[23:27:25.274 06/02/2013]',16.438
'[23:27:25.274 06/02/2013]',15.500
'[23:27:25.275 06/02/2013]',14.500
'[23:27:25.275 06/02/2013]',13.500
'[23:27:25.276 06/02/2013]',12.469
'[23:27:25.276 06/02/2013]',11.438
'[23:27:25.277 06/02/2013]',10.375
'[23:27:25.277 06/02/2013]',9.313
'[23:27:25.278 06/02/2013]',8.281
'[23:27:25.278 06/02/2013]',7.219
'[23:27:25.279 06/02/2013]',6.219
'[23:27:25.279 06/02/2013]',5.188
'[23:27:25.280 06/02/2013]',4.219
'[23:27:25.280 06/02/2013]',3.250
'[23:27:25.281 06/02/2013]',2.313
'[23:27:25.281 06/02/2013]',1.438
'[23:27:25.282 06/02/2013]',0.563
'[23:27:25.282 06/02/2013]',-0.188
'[23:27:25.283 06/02/2013]',-0.938
'[23:27:25.283 06/02/2013]',-1.688
'[23:27:25.284 06/02/2013]',-2.375
'[23:27:25.284 06/02/2013]',-3.000
'[23:27:25.285 06/02/2013]',-3.594
'[23:27:25.285 06/02/2013]',-4.156
'[23:27:25.286 06/02/2013]',-4.656
'[23:27:25.286 06/02/2013]',-5.125
'[23:27:25.287 06/02/2013]',-5.531
'[23:27:25.287 06/02/2013]',-5.938
'[23:27:25.288 06/02/2013]',-6.281
'[23:27:25.288 06/02/2013]',-6.594
'[23:27:25.289 06/02/2013]',-6.875
'[23:27:25.289 06/02/2013]',-7.125
'[23:27:25.290 06/02/2013]',-7.344
'[23:27:25.290 06/02/2013]',-7.531
'[23:27:25.291 06/02/2013]',-7.688
'[23:27:25.291 06/02/2013]',-7.844
'[23:27:25.292 06/02/2013]',-7.969
'[23:27:25.292 06/02/2013]',-8.063
'[23:27:25.292 06/02/2013]',-8.125
'[23:27:25.293 06/02/2013]',-8.188
'[23:27:25.293 06/02/2013]',-8.219
'[23:27:25.294 06/02/2013]',-8.219
'[23:27:25.294 06/02/2013]',-8.219
'[23:27:25.295 06/02/2013]',-8.188
'[23:27:25.295 06/02/2013]',-8.156
'[23:27:25.296 06/02/2013]',-8.094
'[23:27:25.296 06/02/2013]',-8.000
'[23:27:25.297 06/02/2013]',-7.906
'[23:27:25.297 06/02/2013]',-7.781
'[23:27:25.298 06/02/2013]',-7.656
'[23:27:25.298 06/02/2013]',-7.531
'[23:27:25.299 06/02/2013]',-7.344
'[23:27:25.299 06/02/2013]',-7.188
'[23:27:25.300 06/02/2013]',-7.000
'[23:27:25.300 06/02/2013]',-6.813
'[23:27:25.301 06/02/2013]',-6.594
'[23:27:25.301 06/02/2013]',-6.406
'[23:27:25.302 06/02/2013]',-6.188
'[23:27:25.302 06/02/2013]',-5.969
'[23:27:25.303 06/02/2013]',-5.750
'[23:27:25.303 06/02/2013]',-5.531
'[23:27:25.304 06/02/2013]',-5.313
'[23:27:25.304 06/02/2013]',-5.094
'[23:27:25.305 06/02/2013]',-4.875
'[23:27:25.305 06/02/2013]',-4.656
'[23:27:25.306 06/02/2013]',-4.438
'[23:27:25.306 06/02/2013]',-4.219
'[23:27:25.307 06/02/2013]',-4.031
'[23:27:25.307 06/02/2013]',-3.813
'[23:27:25.308 06/02/2013]',-3.594
'[23:27:25.308 06/02/2013]',-3.406
'[23:27:25.309 06/02/2013]',-3.188
'[23:27:25.309 06/02/2013]',-2.969
'[23:27:25.310 06/02/2013]',-2.781
'[23:27:25.310 06/02/2013]',-2.563
'[23:27:25.311 06/02/2013]',-2.344
'[23:27:25.311 06/02/2013]',-2.156
'[23:27:25.312 06/02/2013]',-1.938
'[23:27:25.312 06/02/2013]',-1.719
'[23:27:25.313 06/02/2013]',-1.531
'[23:27:25.313 06/02/2013]',-1.313
'[23:27:25.313 06/02/2013]',-1.094
'[23:27:25.314 06/02/2013]',-0.875
'[23:27:25.314 06/02/2013]',-0.656
'[23:27:25.315 06/02/2013]',-0.469
'[23:27:25.315 06/02/2013]',-0.250
'[23:27:25.316 06/02/2013]',-0.031
'[23:27:25.316 06/02/2013]',0.094
'[23:27:25.317 06/02/2013]',0.313
'[23:27:25.317 06/02/2013]',0.500
'[23:27:25.318 06/02/2013]',0.688
'[23:27:25.318 06/02/2013]',0.875
'[23:27:25.319 06/02/2013]',1.063
'[23:27:25.319 06/02/2013]',1.250
'[23:27:25.320 06/02/2013]',1.406
'[23:27:25.320 06/02/2013]',1.563
'[23:27:25.321 06/02/2013]',1.688
'[23:27:25.321 06/02/2013]',1.813
'[23:27:25.322 06/02/2013]',1.938
'[23:27:25.322 06/02/2013]',2.031
'[23:27:25.323 06/02/2013]',2.125
'[23:27:25.323 06/02/2013]',2.188
'[23:27:25.324 06/02/2013]',2.250
'[23:27:25.324 06/02/2013]',2.281
'[23:27:25.325 06/02/2013]',2.281
'[23:27:25.325 06/02/2013]',2.281
'[23:27:25.326 06/02/2013]',2.250
'[23:27:25.326 06/02/2013]',2.188
'[23:27:25.327 06/02/2013]',2.094
'[23:27:25.327 06/02/2013]',2.000
'[23:27:25.328 06/02/2013]',1.844
'[23:27:25.328 06/02/2013]',1.688
'[23:27:25.329 06/02/2013]',1.531
'[23:27:25.329 06/02/2013]',1.313
'[23:27:25.330 06/02/2013]',1.094
'[23:27:25.330 06/02/2013]',0.875
'[23:27:25.331 06/02/2013]',0.625
'[23:27:25.331 06/02/2013]',0.344
'[23:27:25.332 06/02/2013]',0.094
'[23:27:25.332 06/02/2013]',-0.125
'[23:27:25.333 06/02/2013]',-0.406
'[23:27:25.333 06/02/2013]',-0.719
'[23:27:25.333 06/02/2013]',-1.000
'[23:27:25.334 06/02/2013]',-1.281
'[23:27:25.334 06/02/2013]',-1.563
'[23:27:25.335 06/02/2013]',-1.813
'[23:27:25.335 06/02/2013]',-2.094
'[23:27:25.336 06/02/2013]',-2.344
'[23:27:25.336 06/02/2013]',-2.594
'[23:27:25.337 06/02/2013]',-2.813
'[23:27:25.337 06/02/2013]',-3.000
'[23:27:25.338 06/02/2013]',-3.219
'[23:27:25.338 06/02/2013]',-3.375
'[23:27:25.339 06/02/2013]',-3.531
'[23:27:25.339 06/02/2013]',-3.656
'[23:27:25.340 06/02/2013]',-3.781
'[23:27:25.340 06/02/2013]',-3.875
'[23:27:25.341 06/02/2013]',-3.969
'[23:27:25.341 06/02/2013]',-4.000
'[23:27:25.342 06/02/2013]',-4.031
'[23:27:25.342 06/02/2013]',-4.031
'[23:27:25.343 06/02/2013]',-4.031
'[23:27:25.343 06/02/2013]',-4.000
'[23:27:25.344 06/02/2013]',-3.938
'[23:27:25.344 06/02/2013]',-3.844
'[23:27:25.345 06/02/2013]',-3.750
'[23:27:25.345 06/02/2013]',-3.625
'[23:27:25.346 06/02/2013]',-3.469
'[23:27:25.346 06/02/2013]',-3.313
'[23:27:25.347 06/02/2013]',-3.125
'[23:27:25.347 06/02/2013]',-2.938
'[23:27:25.348 06/02/2013]',-2.719
'[23:27:25.348 06/02/2013]',-2.500
'[23:27:25.349 06/02/2013]',-2.250
'[23:27:25.349 06/02/2013]',-2.000
'[23:27:25.350 06/02/2013]',-1.750
'[23:27:25.350 06/02/2013]',-1.469
'[23:27:25.351 06/02/2013]',-1.219
'[23:27:25.351 06/02/2013]',-0.938
'[23:27:25.352 06/02/2013]',-0.688
'[23:27:25.352 06/02/2013]',-0.406
'[23:27:25.353 06/02/2013]',-0.156
'[23:27:25.353 06/02/2013]',0.031
'[23:27:25.354 06/02/2013]',0.313
'[23:27:25.354 06/02/2013]',0.531
'[23:27:25.354 06/02/2013]',0.781
'[23:27:25.355 06/02/2013]',1.000
'[23:27:25.355 06/02/2013]',1.219
'[23:27:25.356 06/02/2013]',1.438
'[23:27:25.356 06/02/2013]',1.625
'[23:27:25.357 06/02/2013]',1.813
'[23:27:25.357 06/02/2013]',1.969
'[23:27:25.358 06/02/2013]',2.125
'[23:27:25.358 06/02/2013]',2.281
'[23:27:25.359 06/02/2013]',2.406
'[23:27:25.359 06/02/2013]',2.531
'[23:27:25.360 06/02/2013]',2.625
'[23:27:25.360 06/02/2013]',2.719
'[23:27:25.361 06/02/2013]',2.813
'[23:27:25.361 06/02/2013]',2.875
'[23:27:25.362 06/02/2013]',2.906
'[23:27:25.362 06/02/2013]',2.938
'[23:27:25.363 06/02/2013]',2.969
'[23:27:25.363 06/02/2013]',2.969
'[23:27:25.364 06/02/2013]',2.969
'[23:27:25.364 06/02/2013]',2.938
'[23:27:25.365 06/02/2013]',2.875
'[23:27:25.365 06/02/2013]',2.813
'[23:27:25.366 06/02/2013]',2.750
'[23:27:25.366 06/02/2013]',2.656
'[23:27:25.367 06/02/2013]',2.563
'[23:27:25.367 06/02/2013]',2.438
'[23:27:25.368 06/02/2013]',2.313
'[23:27:25.368 06/02/2013]',2.188
'[23:27:25.369 06/02/2013]',2.031
'[23:27:25.369 06/02/2013]',1.844
'[23:27:25.370 06/02/2013]',1.656
'[23:27:25.370 06/02/2013]',1.469
'[23:27:25.371 06/02/2013]',1.219
'[23:27:25.371 06/02/2013]',1.000
'[23:27:25.372 06/02/2013]',0.750
'[23:27:25.372 06/02/2013]',0.469
'[23:27:25.373 06/02/2013]',0.188
'[23:27:25.373 06/02/2013]',-0.063
'[23:27:25.374 06/02/2013]',-0.375
'[23:27:25.374 06/02/2013]',-0.688
'[23:27:25.375 06/02/2013]',-1.031
'[23:27:25.375 06/02/2013]',-1.375
'[23:27:25.375 06/02/2013]',-1.719
'[23:27:25.376 06/02/2013]',-2.094
'[23:27:25.376 06/02/2013]',-2.469
'[23:27:25.377 06/02/2013]',-2.813
'[23:27:25.377 06/02/2013]',-3.156
'[23:27:25.378 06/02/2013]',-3.500
'[23:27:25.378 06/02/2013]',-3.844
'[23:27:25.379 06/02/2013]',-4.156
'[23:27:25.379 06/02/2013]',-4.438
'[23:27:25.380 06/02/2013]',-4.719
'[23:27:25.380 06/02/2013]',-4.938
'[23:27:25.381 06/02/2013]',-5.156
'[23:27:25.381 06/02/2013]',-5.344
'[23:27:25.382 06/02/2013]',-5.469
'[23:27:25.382 06/02/2013]',-5.594
'[23:27:25.383 06/02/2013]',-5.656
'[23:27:25.383 06/02/2013]',-5.688
'[23:27:25.384 06/02/2013]',-5.688
'[23:27:25.384 06/02/2013]',-5.625
'[23:27:25.385 06/02/2013]',-5.563
'[23:27:25.385 06/02/2013]',-5.438
'[23:27:25.386 06/02/2013]',-5.281
'[23:27:25.386 06/02/2013]',-5.125
'[23:27:25.387 06/02/2013]',-4.906
'[23:27:25.387 06/02/2013]',-4.688
'[23:27:25.388 06/02/2013]',-4.438
'[23:27:25.388 06/02/2013]',-4.156
'[23:27:25.389 06/02/2013]',-3.875
'[23:27:25.389 06/02/2013]',-3.563
'[23:27:25.390 06/02/2013]',-3.250
'[23:27:25.390 06/02/2013]',-2.906
'[23:27:25.391 06/02/2013]',-2.594
'[23:27:25.391 06/02/2013]',-2.250
'[23:27:25.392 06/02/2013]',-1.938
'[23:27:25.392 06/02/2013]',-1.594
'[23:27:25.393 06/02/2013]',-1.281
'[23:27:25.393 06/02/2013]',-0.969
'[23:27:25.394 06/02/2013]',-0.688
'[23:27:25.394 06/02/2013]',-0.406
'[23:27:25.395 06/02/2013]',-0.125
'[23:27:25.395 06/02/2013]',0.063
'[23:27:25.396 06/02/2013]',0.313
'[23:27:25.396 06/02/2013]',0.531
'[23:27:25.396 06/02/2013]',0.719
'[23:27:25.397 06/02/2013]',0.906
'[23:27:25.397 06/02/2013]',1.063
'[23:27:25.398 06/02/2013]',1.188
'[23:27:25.398 06/02/2013]',1.313
'[23:27:25.399 06/02/2013]',1.406
'[23:27:25.399 06/02/2013]',1.469
'[23:27:25.400 06/02/2013]',1.531
'[23:27:25.400 06/02/2013]',1.531
'[23:27:25.401 06/02/2013]',1.531
'[23:27:25.401 06/02/2013]',1.531
'[23:27:25.402 06/02/2013]',1.469
'[23:27:25.402 06/02/2013]',1.406
'[23:27:25.403 06/02/2013]',1.313
'[23:27:25.403 06/02/2013]',1.219
'[23:27:25.404 06/02/2013]',1.094
'[23:27:25.404 06/02/2013]',0.938
'[23:27:25.405 06/02/2013]',0.750
'[23:27:25.405 06/02/2013]',0.594
'[23:27:25.406 06/02/2013]',0.375
'[23:27:25.406 06/02/2013]',0.156
'[23:27:25.407 06/02/2013]',0.000
'[23:27:25.407 06/02/2013]',-0.250
'[23:27:25.408 06/02/2013]',-0.531
'[23:27:25.408 06/02/2013]',-0.781
'[23:27:25.409 06/02/2013]',-1.063
'[23:27:25.409 06/02/2013]',-1.375
'[23:27:25.410 06/02/2013]',-1.688
'[23:27:25.410 06/02/2013]',-2.000
'[23:27:25.411 06/02/2013]',-2.344
'[23:27:25.411 06/02/2013]',-2.688
'[23:27:25.412 06/02/2013]',-3.031
'[23:27:25.412 06/02/2013]',-3.406
'[23:27:25.413 06/02/2013]',-3.781
'[23:27:25.413 06/02/2013]',-4.188
'[23:27:25.414 06/02/2013]',-4.594
'[23:27:25.414 06/02/2013]',-5.000
'[23:27:25.415 06/02/2013]',-5.438
'[23:27:25.415 06/02/2013]',-5.875
'[23:27:25.416 06/02/2013]',-6.313
'[23:27:25.416 06/02/2013]',-6.781
'[23:27:25.417 06/02/2013]',-7.219
'[23:27:25.417 06/02/2013]',-7.688
'[23:27:25.417 06/02/2013]',-8.156
'[23:27:25.418 06/02/2013]',-8.625
'[23:27:25.418 06/02/2013]',-9.094
