'Time and date','EEG O1'
'hh:mm:ss.mmm dd/mm/yyyy','uV'
'[23:27:18.813 06/02/2013]',-9.875
'[23:27:18.813 06/02/2013]',-9.344
'[23:27:18.814 06/02/2013]',-8.875
'[23:27:18.814 06/02/2013]',-8.406
'[23:27:18.815 06/02/2013]',-7.969
'[23:27:18.815 06/02/2013]',-7.531
'[23:27:18.816 06/02/2013]',-7.125
'[23:27:18.816 06/02/2013]',-6.719
'[23:27:18.817 06/02/2013]',-6.344
'[23:27:18.817 06/02/2013]',-5.969
'[23:27:18.818 06/02/2013]',-5.625
'[23:27:18.818 06/02/2013]',-5.250
'[23:27:18.819 06/02/2013]',-4.906
'[23:27:18.819 06/02/2013]',-4.563
'[23:27:18.820 06/02/2013]',-4.219
'[23:27:18.820 06/02/2013]',-3.875
'[23:27:18.821 06/02/2013]',-3.531
'[23:27:18.821 06/02/2013]',-3.188
'[23:27:18.822 06/02/2013]',-2.844
'[23:27:18.822 06/02/2013]',-2.500
'[23:27:18.823 06/02/2013]',-2.125
'[23:27:18.823 06/02/2013]',-1.781
'[23:27:18.824 06/02/2013]',-1.375
'[23:27:18.824 06/02/2013]',-1.000
'[23:27:18.825 06/02/2013]',-0.594
'[23:27:18.825 06/02/2013]',-0.188
'[23:27:18.826 06/02/2013]',0.156
'[23:27:18.826 06/02/2013]',0.594
'[23:27:18.827 06/02/2013]',1.031
'[23:27:18.827 06/02/2013]',1.500
'[23:27:18.828 06/02/2013]',1.969
'[23:27:18.828 06/02/2013]',2.438
'[23:27:18.829 06/02/2013]',2.938
'[23:27:18.829 06/02/2013]',3.438
'[23:27:18.830 06/02/2013]',3.938
'[23:27:18.830 06/02/2013]',4.469
'[23:27:18.831 06/02/2013]',4.969
'[23:27:18.831 06/02/2013]',5.500
'[23:27:18.832 06/02/2013]',6.031
'[23:27:18.832 06/02/2013]',6.531
'[23:27:18.833 06/02/2013]',7.063
'[23:27:18.833 06/02/2013]',7.563
'[23:27:18.833 06/02/2013]',8.094
'[23:27:18.834 06/02/2013]',8.563
'[23:27:18.834 06/02/2013]',9.063
'[23:27:18.835 06/02/2013]',9.531
'[23:27:18.835 06/02/2013]',10.000
'[23:27:18.836 06/02/2013]',10.438
'[23:27:18.836 06/02/2013]',10.875
'[23:27:18.837 06/02/2013]',11.281
'[23:27:18.837 06/02/2013]',11.688
'[23:27:18.838 06/02/2013]',12.063
'[23:27:18.838 06/02/2013]',12.406
'[23:27:18.839 06/02/2013]',12.750
'[23:27:18.839 06/02/2013]',13.094
'[23:27:18.840 06/02/2013]',13.406
'[23:27:18.840 06/02/2013]',13.719
'[23:27:18.841 06/02/2013]',14.000
'[23:27:18.841 06/02/2013]',14.313
'[23:27:18.842 06/02/2013]',14.594
'[23:27:18.842 06/02/2013]',14.875
'[23:27:18.843 06/02/2013]',15.125
'[23:27:18.843 06/02/2013]',15.406
'[23:27:18.844 06/02/2013]',15.719
'[23:27:18.844 06/02/2013]',16.000
'[23:27:18.845 06/02/2013]',16.281
'[23:27:18.845 06/02/2013]',16.594
'[23:27:18.846 06/02/2013]',16.906
'[23:27:18.846 06/02/2013]',17.250
'[23:27:18.847 06/02/2013]',17.563
'[23:27:18.847 06/02/2013]',17.938
'[23:27:18.848 06/02/2013]',18.281
'[23:27:18.848 06/02/2013]',18.656
'[23:27:18.849 06/02/2013]',19.032
'[23:27:18.849 06/02/2013]',19.407
'[23:27:18.850 06/02/2013]',19.782
'[23:27:18.850 06/02/2013]',20.188
'[23:27:18.851 06/02/2013]',20.563
'[23:27:18.851 06/02/2013]',20.938
'[23:27:18.852 06/02/2013]',21.313
'[23:27:18.852 06/02/2013]',21.657
'[23:27:18.853 06/02/2013]',22.000
'[23:27:18.853 06/02/2013]',22.344
'[23:27:18.854 06/02/2013]',22.625
'[23:27:18.854 06/02/2013]',22.907
'[23:27:18.854 06/02/2013]',23.157
'[23:27:18.855 06/02/2013]',23.375
'[23:27:18.855 06/02/2013]',23.563
'[23:27:18.856 06/02/2013]',23.719
'[23:27:18.856 06/02/2013]',23.813
'[23:27:18.857 06/02/2013]',23.875
'[23:27:18.857 06/02/2013]',23.907
'[23:27:18.858 06/02/2013]',23.875
'[23:27:18.858 06/02/2013]',23.813
'[23:27:18.859 06/02/2013]',23.688
'[23:27:18.859 06/02/2013]',23.532
'[23:27:18.860 06/02/2013]',23.313
'[23:27:18.860 06/02/2013]',23.063
'[23:27:18.861 06/02/2013]',22.782
'[23:27:18.861 06/02/2013]',22.407
'[23:27:18.862 06/02/2013]',22.032
'[23:27:18.862 06/02/2013]',21.594
'[23:27:18.863 06/02/2013]',21.094
'[23:27:18.863 06/02/2013]',20.563
'[23:27:18.864 06/02/2013]',19.969
'[23:27:18.864 06/02/2013]',19.344
'[23:27:18.865 06/02/2013]',18.688
'[23:27:18.865 06/02/2013]',17.969
'[23:27:18.866 06/02/2013]',17.219
'[23:27:18.866 06/02/2013]',16.406
'[23:27:18.867 06/02/2013]',15.594
'[23:27:18.867 06/02/2013]',14.688
'[23:27:18.868 06/02/2013]',13.750
'[23:27:18.868 06/02/2013]',12.813
'[23:27:18.869 06/02/2013]',11.781
'[23:27:18.869 06/02/2013]',10.750
'[23:27:18.870 06/02/2013]',9.688
'[23:27:18.870 06/02/2013]',8.563
'[23:27:18.871 06/02/2013]',7.438
'[23:27:18.871 06/02/2013]',6.281
'[23:27:18.872 06/02/2013]',5.125
'[23:27:18.872 06/02/2013]',3.938
'[23:27:18.873 06/02/2013]',2.750
'[23:27:18.873 06/02/2013]',1.563
'[23:27:18.874 06/02/2013]',0.375
'[23:27:18.874 06/02/2013]',-0.750
'[23:27:18.875 06/02/2013]',-1.906
'[23:27:18.875 06/02/2013]',-3.063
'[23:27:18.875 06/02/2013]',-4.188
'[23:27:18.876 06/02/2013]',-5.250
'[23:27:18.876 06/02/2013]',-6.313
'[23:27:18.877 06/02/2013]',-7.313
'[23:27:18.877 06/02/2013]',-8.313
'[23:27:18.878 06/02/2013]',-9.219
'[23:27:18.878 06/02/2013]',-10.094
'[23:27:18.879 06/02/2013]',-10.938
'[23:27:18.879 06/02/2013]',-11.719
'[23:27:18.880 06/02/2013]',-12.438
'[23:27:18.880 06/02/2013]',-13.125
'[23:27:18.881 06/02/2013]',-13.750
'[23:27:18.881 06/02/2013]',-14.313
'[23:27:18.882 06/02/2013]',-14.875
'[23:27:18.882 06/02/2013]',-15.344
'[23:27:18.883 06/02/2013]',-15.781
'[23:27:18.883 06/02/2013]',-16.188
'[23:27:18.884 06/02/2013]',-16.563
'[23:27:18.884 06/02/2013]',-16.875
'[23:27:18.885 06/02/2013]',-17.156
'[23:27:18.885 06/02/2013]',-17.438
'[23:27:18.886 06/02/2013]',-17.656
'[23:27:18.886 06/02/2013]',-17.844
'[23:27:18.887 06/02/2013]',-18.000
'[23:27:18.887 06/02/2013]',-18.156
'[23:27:18.888 06/02/2013]',-18.250
'[23:27:18.888 06/02/2013]',-18.344
'[23:27:18.889 06/02/2013]',-18.406
'[23:27:18.889 06/02/2013]',-18.469
'[23:27:18.890 06/02/2013]',-18.500
'[23:27:18.890 06/02/2013]',-18.469
'[23:27:18.891 06/02/2013]',-18.469
'[23:27:18.891 06/02/2013]',-18.406
'[23:27:18.892 06/02/2013]',-18.344
'[23:27:18.892 06/02/2013]',-18.250
'[23:27:18.893 06/02/2013]',-18.125
'[23:27:18.893 06/02/2013]',-18.000
'[23:27:18.894 06/02/2013]',-17.813
'[23:27:18.894 06/02/2013]',-17.625
'[23:27:18.895 06/02/2013]',-17.406
'[23:27:18.895 06/02/2013]',-17.188
'[23:27:18.896 06/02/2013]',-16.938
'[23:27:18.896 06/02/2013]',-16.656
'[23:27:18.896 06/02/2013]',-16.344
'[23:27:18.897 06/02/2013]',-16.000
'[23:27:18.897 06/02/2013]',-15.688
'[23:27:18.898 06/02/2013]',-15.313
'[23:27:18.898 06/02/2013]',-14.938
'[23:27:18.899 06/02/2013]',-14.563
'[23:27:18.899 06/02/2013]',-14.156
'[23:27:18.900 06/02/2013]',-13.750
'[23:27:18.900 06/02/2013]',-13.313
'[23:27:18.901 06/02/2013]',-12.906
'[23:27:18.901 06/02/2013]',-12.469
'[23:27:18.902 06/02/2013]',-12.031
'[23:27:18.902 06/02/2013]',-11.625
'[23:27:18.903 06/02/2013]',-11.188
'[23:27:18.903 06/02/2013]',-10.781
'[23:27:18.904 06/02/2013]',-10.375
'[23:27:18.904 06/02/2013]',-9.969
'[23:27:18.905 06/02/2013]',-9.563
'[23:27:18.905 06/02/2013]',-9.188
'[23:27:18.906 06/02/2013]',-8.844
'[23:27:18.906 06/02/2013]',-8.469
'[23:27:18.907 06/02/2013]',-8.156
'[23:27:18.907 06/02/2013]',-7.844
'[23:27:18.908 06/02/2013]',-7.531
'[23:27:18.908 06/02/2013]',-7.250
'[23:27:18.909 06/02/2013]',-7.000
'[23:27:18.909 06/02/2013]',-6.750
'[23:27:18.910 06/02/2013]',-6.531
'[23:27:18.910 06/02/2013]',-6.344
'[23:27:18.911 06/02/2013]',-6.156
'[23:27:18.911 06/02/2013]',-5.969
'[23:27:18.912 06/02/2013]',-5.844
'[23:27:18.912 06/02/2013]',-5.688
'[23:27:18.913 06/02/2013]',-5.594
'[23:27:18.913 06/02/2013]',-5.500
'[23:27:18.914 06/02/2013]',-5.406
'[23:27:18.914 06/02/2013]',-5.344
'[23:27:18.915 06/02/2013]',-5.313
'[23:27:18.915 06/02/2013]',-5.281
'[23:27:18.916 06/02/2013]',-5.250
'[23:27:18.916 06/02/2013]',-5.250
'[23:27:18.917 06/02/2013]',-5.281
'[23:27:18.917 06/02/2013]',-5.313
'[23:27:18.917 06/02/2013]',-5.344
'[23:27:18.918 06/02/2013]',-5.406
'[23:27:18.918 06/02/2013]',-5.469
'[23:27:18.919 06/02/2013]',-5.531
'[23:27:18.919 06/02/2013]',-5.594
'[23:27:18.920 06/02/2013]',-5.688
'[23:27:18.920 06/02/2013]',-5.750
'[23:27:18.921 06/02/2013]',-5.844
'[23:27:18.921 06/02/2013]',-5.938
'[23:27:18.922 06/02/2013]',-6.000
'[23:27:18.922 06/02/2013]',-6.063
'[23:27:18.923 06/02/2013]',-6.125
'[23:27:18.923 06/02/2013]',-6.156
'[23:27:18.924 06/02/2013]',-6.188
'[23:27:18.924 06/02/2013]',-6.219
'[23:27:18.925 06/02/2013]',-6.188
'[23:27:18.925 06/02/2013]',-6.156
'[23:27:18.926 06/02/2013]',-6.125
'[23:27:18.926 06/02/2013]',-6.063
'[23:27:18.927 06/02/2013]',-5.969
'[23:27:18.927 06/02/2013]',-5.844
'[23:27:18.928 06/02/2013]',-5.719
'[23:27:18.928 06/02/2013]',-5.594
'[23:27:18.929 06/02/2013]',-5.406
'[23:27:18.929 06/02/2013]',-5.250
'[23:27:18.930 06/02/2013]',-5.063
'[23:27:18.930 06/02/2013]',-4.844
'[23:27:18.931 06/02/2013]',-4.656
'[23:27:18.931 06/02/2013]',-4.469
'[23:27:18.932 06/02/2013]',-4.250
'[23:27:18.932 06/02/2013]',-4.063
'[23:27:18.933 06/02/2013]',-3.875
'[23:27:18.933 06/02/2013]',-3.688
'[23:27:18.934 06/02/2013]',-3.531
'[23:27:18.934 06/02/2013]',-3.406
'[23:27:18.935 06/02/2013]',-3.281
'[23:27:18.935 06/02/2013]',-3.188
'[23:27:18.936 06/02/2013]',-3.125
'[23:27:18.936 06/02/2013]',-3.063
'[23:27:18.937 06/02/2013]',-3.063
'[23:27:18.937 06/02/2013]',-3.063
'[23:27:18.938 06/02/2013]',-3.094
'[23:27:18.938 06/02/2013]',-3.188
'[23:27:18.938 06/02/2013]',-3.281
'[23:27:18.939 06/02/2013]',-3.406
'[23:27:18.939 06/02/2013]',-3.531
'[23:27:18.940 06/02/2013]',-3.719
'[23:27:18.940 06/02/2013]',-3.906
'[23:27:18.941 06/02/2013]',-4.094
'[23:27:18.941 06/02/2013]',-4.313
'[23:27:18.942 06/02/2013]',-4.531
'[23:27:18.942 06/02/2013]',-4.750
'[23:27:18.943 06/02/2013]',-4.969
'[23:27:18.943 06/02/2013]',-5.219
'[23:27:18.944 06/02/2013]',-5.438
'[23:27:18.944 06/02/2013]',-5.656
'[23:27:18.945 06/02/2013]',-5.875
'[23:27:18.945 06/02/2013]',-6.063
'[23:27:18.946 06/02/2013]',-6.250
'[23:27:18.946 06/02/2013]',-6.438
'[23:27:18.947 06/02/2013]',-6.594
'[23:27:18.947 06/02/2013]',-6.719
'[23:27:18.948 06/02/2013]',-6.844
'[23:27:18.948 06/02/2013]',-6.938
'[23:27:18.949 06/02/2013]',-7.000
'[23:27:18.949 06/02/2013]',-7.063
'[23:27:18.950 06/02/2013]',-7.094
'[23:27:18.950 06/02/2013]',-7.125
'[23:27:18.951 06/02/2013]',-7.125
'[23:27:18.951 06/02/2013]',-7.094
'[23:27:18.952 06/02/2013]',-7.063
'[23:27:18.952 06/02/2013]',-7.000
'[23:27:18.953 06/02/2013]',-6.906
'[23:27:18.953 06/02/2013]',-6.844
'[23:27:18.954 06/02/2013]',-6.719
'[23:27:18.954 06/02/2013]',-6.594
'[23:27:18.955 06/02/2013]',-6.469
'[23:27:18.955 06/02/2013]',-6.344
'[23:27:18.956 06/02/2013]',-6.188
'[23:27:18.956 06/02/2013]',-6.031
'[23:27:18.957 06/02/2013]',-5.844
'[23:27:18.957 06/02/2013]',-5.656
'[23:27:18.958 06/02/2013]',-5.469
'[23:27:18.958 06/02/2013]',-5.281
'[23:27:18.958 06/02/2013]',-5.094
'[23:27:18.959 06/02/2013]',-4.875
'[23:27:18.959 06/02/2013]',-4.656
'[23:27:18.960 06/02/2013]',-4.438
'[23:27:18.960 06/02/2013]',-4.219
'[23:27:18.961 06/02/2013]',-4.000
'[23:27:18.961 06/02/2013]',-3.750
'[23:27:18.962 06/02/2013]',-3.531
'[23:27:18.962 06/02/2013]',-3.281
'[23:27:18.963 06/02/2013]',-3.063
'[23:27:18.963 06/02/2013]',-2.813
'[23:27:18.964 06/02/2013]',-2.594
'[23:27:18.964 06/02/2013]',-2.344
'[23:27:18.965 06/02/2013]',-2.125
'[23:27:18.965 06/02/2013]',-1.906
'[23:27:18.966 06/02/2013]',-1.688
'[23:27:18.966 06/02/2013]',-1.469
'[23:27:18.967 06/02/2013]',-1.250
'[23:27:18.967 06/02/2013]',-1.063
'[23:27:18.968 06/02/2013]',-0.875
'[23:27:18.968 06/02/2013]',-0.688
'[23:27:18.969 06/02/2013]',-0.500
'[23:27:18.969 06/02/2013]',-0.313
'[23:27:18.970 06/02/2013]',-0.156
'[23:27:18.970 06/02/2013]',0.000
'[23:27:18.971 06/02/2013]',0.063
'[23:27:18.971 06/02/2013]',0.188
'[23:27:18.972 06/02/2013]',0.313
'[23:27:18.972 06/02/2013]',0.438
'[23:27:18.973 06/02/2013]',0.531
'[23:27:18.973 06/02/2013]',0.625
'[23:27:18.974 06/02/2013]',0.688
'[23:27:18.974 06/02/2013]',0.781
'[23:27:18.975 06/02/2013]',0.813
'[23:27:18.975 06/02/2013]',0.875
'[23:27:18.976 06/02/2013]',0.906
'[23:27:18.976 06/02/2013]',0.938
'[23:27:18.977 06/02/2013]',0.938
'[23:27:18.977 06/02/2013]',0.938
'[23:27:18.978 06/02/2013]',0.938
'[23:27:18.978 06/02/2013]',0.938
'[23:27:18.979 06/02/2013]',0.906
'[23:27:18.979 06/02/2013]',0.875
'[23:27:18.979 06/02/2013]',0.844
'[23:27:18.980 06/02/2013]',0.781
'[23:27:18.980 06/02/2013]',0.750
'[23:27:18.981 06/02/2013]',0.688
'[23:27:18.981 06/02/2013]',0.625
'[23:27:18.982 06/02/2013]',0.563
'[23:27:18.982 06/02/2013]',0.500
'[23:27:18.983 06/02/2013]',0.438
'[23:27:18.983 06/02/2013]',0.375
'[23:27:18.984 06/02/2013]',0.313
'[23:27:18.984 06/02/2013]',0.250
'[23:27:18.985 06/02/2013]',0.188
'[23:27:18.985 06/02/2013]',0.125
'[23:27:18.986 06/02/2013]',0.063
'[23:27:18.986 06/02/2013]',0.000
'[23:27:18.987 06/02/2013]',0.000
'[23:27:18.987 06/02/2013]',-0.063
'[23:27:18.988 06/02/2013]',-0.125
'[23:27:18.988 06/02/2013]',-0.188
'[23:27:18.989 06/02/2013]',-0.250
'[23:27:18.989 06/02/2013]',-0.313
'[23:27:18.990 06/02/2013]',-0.375
'[23:27:18.990 06/02/2013]',-0.438
'[23:27:18.991 06/02/2013]',-0.531
'[23:27:18.991 06/02/2013]',-0.594
'[23:27:18.992 06/02/2013]',-0.688
'[23:27:18.992 06/02/2013]',-0.781
'[23:27:18.993 06/02/2013]',-0.875
'[23:27:18.993 06/02/2013]',-1.000
'[23:27:18.994 06/02/2013]',-1.094
'[23:27:18.994 06/02/2013]',-1.219
'[23:27:18.995 06/02/2013]',-1.344
'[23:27:18.995 06/02/2013]',-1.438
'[23:27:18.996 06/02/2013]',-1.563
'[23:27:18.996 06/02/2013]',-1.688
'[23:27:18.997 06/02/2013]',-1.813
'[23:27:18.997 06/02/2013]',-1.906
'[23:27:18.998 06/02/2013]',-2.031
'[23:27:18.998 06/02/2013]',-2.125
'[23:27:18.999 06/02/2013]',-2.219
'[23:27:18.999 06/02/2013]',-2.313
'[23:27:19.000 06/02/2013]',-2.375
'[23:27:19.000 06/02/2013]',-2.438
'[23:27:19.000 06/02/2013]',-2.500
'[23:27:19.001 06/02/2013]',-2.531
'[23:27:19.001 06/02/2013]',-2.531
'[23:27:19.002 06/02/2013]',-2.563
'[23:27:19.002 06/02/2013]',-2.531
'[23:27:19.003 06/02/2013]',-2.500
'[23:27:19.003 06/02/2013]',-2.469
'[23:27:19.004 06/02/2013]',-2.406
'[23:27:19.004 06/02/2013]',-2.344
'[23:27:19.005 06/02/2013]',-2.250
'[23:27:19.005 06/02/2013]',-2.156
'[23:27:19.006 06/02/2013]',-2.031
'[23:27:19.006 06/02/2013]',-1.875
'[23:27:19.007 06/02/2013]',-1.719
'[23:27:19.007 06/02/2013]',-1.531
'[23:27:19.008 06/02/2013]',-1.344
'[23:27:19.008 06/02/2013]',-1.125
'[23:27:19.009 06/02/2013]',-0.906
'[23:27:19.009 06/02/2013]',-0.625
'[23:27:19.010 06/02/2013]',-0.375
'[23:27:19.010 06/02/2013]',-0.063
'[23:27:19.011 06/02/2013]',0.188
'[23:27:19.011 06/02/2013]',0.500
'[23:27:19.012 06/02/2013]',0.875
'[23:27:19.012 06/02/2013]',1.250
'[23:27:19.013 06/02/2013]',1.656
'[23:27:19.013 06/02/2013]',2.063
'[23:27:19.014 06/02/2013]',2.500
'[23:27:19.014 06/02/2013]',2.969
'[23:27:19.015 06/02/2013]',3.469
'[23:27:19.015 06/02/2013]',3.969
'[23:27:19.016 06/02/2013]',4.500
'[23:27:19.016 06/02/2013]',5.031
'[23:27:19.017 06/02/2013]',5.594
'[23:27:19.017 06/02/2013]',6.156
'[23:27:19.018 06/02/2013]',6.750
'[23:27:19.018 06/02/2013]',7.344
'[23:27:19.019 06/02/2013]',7.969
'[23:27:19.019 06/02/2013]',8.563
'[23:27:19.020 06/02/2013]',9.188
'[23:27:19.020 06/02/2013]',9.813
'[23:27:19.021 06/02/2013]',10.406
'[23:27:19.021 06/02/2013]',11.031
'[23:27:19.021 06/02/2013]',11.625
'[23:27:19.022 06/02/2013]',12.188
'[23:27:19.022 06/02/2013]',12.750
'[23:27:19.023 06/02/2013]',13.313
'[23:27:19.023 06/02/2013]',13.813
'[23:27:19.024 06/02/2013]',14.313
'[23:27:19.024 06/02/2013]',14.781
'[23:27:19.025 06/02/2013]',15.219
'[23:27:19.025 06/02/2013]',15.625
'[23:27:19.026 06/02/2013]',15.969
'[23:27:19.026 06/02/2013]',16.281
'[23:27:19.027 06/02/2013]',16.563
'[23:27:19.027 06/02/2013]',16.813
'[23:27:19.028 06/02/2013]',16.969
'[23:27:19.028 06/02/2013]',17.125
'[23:27:19.029 06/02/2013]',17.219
'[23:27:19.029 06/02/2013]',17.250
'[23:27:19.030 06/02/2013]',17.219
'[23:27:19.030 06/02/2013]',17.156
'[23:27:19.031 06/02/2013]',17.000
'[23:27:19.031 06/02/2013]',16.813
'[23:27:19.032 06/02/2013]',16.563
'[23:27:19.032 06/02/2013]',16.250
'[23:27:19.033 06/02/2013]',15.906
'[23:27:19.033 06/02/2013]',15.469
'[23:27:19.034 06/02/2013]',14.969
'[23:27:19.034 06/02/2013]',14.406
'[23:27:19.035 06/02/2013]',13.813
'[23:27:19.035 06/02/2013]',13.156
'[23:27:19.036 06/02/2013]',12.438
'[23:27:19.036 06/02/2013]',11.656
'[23:27:19.037 06/02/2013]',10.844
'[23:27:19.037 06/02/2013]',10.000
'[23:27:19.038 06/02/2013]',9.094
'[23:27:19.038 06/02/2013]',8.156
'[23:27:19.039 06/02/2013]',7.219
'[23:27:19.039 06/02/2013]',6.219
'[23:27:19.040 06/02/2013]',5.250
'[23:27:19.040 06/02/2013]',4.250
'[23:27:19.041 06/02/2013]',3.219
'[23:27:19.041 06/02/2013]',2.219
'[23:27:19.042 06/02/2013]',1.250
'[23:27:19.042 06/02/2013]',0.281
'[23:27:19.042 06/02/2013]',-0.625
'[23:27:19.043 06/02/2013]',-1.531
'[23:27:19.043 06/02/2013]',-2.406
'[23:27:19.044 06/02/2013]',-3.281
'[23:27:19.044 06/02/2013]',-4.063
'[23:27:19.045 06/02/2013]',-4.813
'[23:27:19.045 06/02/2013]',-5.531
'[23:27:19.046 06/02/2013]',-6.156
'[23:27:19.046 06/02/2013]',-6.750
'[23:27:19.047 06/02/2013]',-7.281
'[23:27:19.047 06/02/2013]',-7.719
'[23:27:19.048 06/02/2013]',-8.125
'[23:27:19.048 06/02/2013]',-8.469
'[23:27:19.049 06/02/2013]',-8.750
'[23:27:19.049 06/02/2013]',-8.969
'[23:27:19.050 06/02/2013]',-9.125
'[23:27:19.050 06/02/2013]',-9.219
'[23:27:19.051 06/02/2013]',-9.281
'[23:27:19.051 06/02/2013]',-9.250
'[23:27:19.052 06/02/2013]',-9.188
'[23:27:19.052 06/02/2013]',-9.063
'[23:27:19.053 06/02/2013]',-8.875
'[23:27:19.053 06/02/2013]',-8.656
'[23:27:19.054 06/02/2013]',-8.375
'[23:27:19.054 06/02/2013]',-8.063
'[23:27:19.055 06/02/2013]',-7.688
'[23:27:19.055 06/02/2013]',-7.281
'[23:27:19.056 06/02/2013]',-6.844
'[23:27:19.056 06/02/2013]',-6.344
'[23:27:19.057 06/02/2013]',-5.781
'[23:27:19.057 06/02/2013]',-5.219
'[23:27:19.058 06/02/2013]',-4.594
'[23:27:19.058 06/02/2013]',-3.938
'[23:27:19.059 06/02/2013]',-3.250
'[23:27:19.059 06/02/2013]',-2.500
'[23:27:19.060 06/02/2013]',-1.719
'[23:27:19.060 06/02/2013]',-0.938
'[23:27:19.061 06/02/2013]',-0.094
'[23:27:19.061 06/02/2013]',0.719
'[23:27:19.062 06/02/2013]',1.594
'[23:27:19.062 06/02/2013]',2.500
'[23:27:19.063 06/02/2013]',3.438
'[23:27:19.063 06/02/2013]',4.406
'[23:27:19.063 06/02/2013]',5.344
'[23:27:19.064 06/02/2013]',6.313
'[23:27:19.064 06/02/2013]',7.313
'[23:27:19.065 06/02/2013]',8.281
'[23:27:19.065 06/02/2013]',9.250
'[23:27:19.066 06/02/2013]',10.188
'[23:27:19.066 06/02/2013]',11.125
'[23:27:19.067 06/02/2013]',12.031
'[23:27:19.067 06/02/2013]',12.938
'[23:27:19.068 06/02/2013]',13.781
'[23:27:19.068 06/02/2013]',14.594
'[23:27:19.069 06/02/2013]',15.375
'[23:27:19.069 06/02/2013]',16.094
'[23:27:19.070 06/02/2013]',16.750
'[23:27:19.070 06/02/2013]',17.375
'[23:27:19.071 06/02/2013]',17.906
'[23:27:19.071 06/02/2013]',18.406
'[23:27:19.072 06/02/2013]',18.844
'[23:27:19.072 06/02/2013]',19.188
'[23:27:19.073 06/02/2013]',19.469
'[23:27:19.073 06/02/2013]',19.688
'[23:27:19.074 06/02/2013]',19.844
'[23:27:19.074 06/02/2013]',19.938
'[23:27:19.075 06/02/2013]',19.969
'[23:27:19.075 06/02/2013]',19.938
'[23:27:19.076 06/02/2013]',19.844
'[23:27:19.076 06/02/2013]',19.688
'[23:27:19.077 06/02/2013]',19.469
'[23:27:19.077 06/02/2013]',19.219
'[23:27:19.078 06/02/2013]',18.907
'[23:27:19.078 06/02/2013]',18.563
'[23:27:19.079 06/02/2013]',18.188
'[23:27:19.079 06/02/2013]',17.781
'[23:27:19.080 06/02/2013]',17.344
'[23:27:19.080 06/02/2013]',16.875
'[23:27:19.081 06/02/2013]',16.406
'[23:27:19.081 06/02/2013]',15.938
'[23:27:19.082 06/02/2013]',15.438
'[23:27:19.082 06/02/2013]',14.938
'[23:27:19.083 06/02/2013]',14.438
'[23:27:19.083 06/02/2013]',13.969
'[23:27:19.083 06/02/2013]',13.500
'[23:27:19.084 06/02/2013]',13.031
'[23:27:19.084 06/02/2013]',12.594
'[23:27:19.085 06/02/2013]',12.188
'[23:27:19.085 06/02/2013]',11.813
'[23:27:19.086 06/02/2013]',11.438
'[23:27:19.086 06/02/2013]',11.094
'[23:27:19.087 06/02/2013]',10.813
'[23:27:19.087 06/02/2013]',10.531
'[23:27:19.088 06/02/2013]',10.281
'[23:27:19.088 06/02/2013]',10.063
'[23:27:19.089 06/02/2013]',9.875
'[23:27:19.089 06/02/2013]',9.719
'[23:27:19.090 06/02/2013]',9.594
'[23:27:19.090 06/02/2013]',9.500
'[23:27:19.091 06/02/2013]',9.438
'[23:27:19.091 06/02/2013]',9.375
'[23:27:19.092 06/02/2013]',9.344
'[23:27:19.092 06/02/2013]',9.344
'[23:27:19.093 06/02/2013]',9.344
'[23:27:19.093 06/02/2013]',9.375
'[23:27:19.094 06/02/2013]',9.406
'[23:27:19.094 06/02/2013]',9.438
'[23:27:19.095 06/02/2013]',9.500
'[23:27:19.095 06/02/2013]',9.563
'[23:27:19.096 06/02/2013]',9.656
'[23:27:19.096 06/02/2013]',9.719
'[23:27:19.097 06/02/2013]',9.813
'[23:27:19.097 06/02/2013]',9.875
'[23:27:19.098 06/02/2013]',9.969
'[23:27:19.098 06/02/2013]',10.031
'[23:27:19.099 06/02/2013]',10.094
'[23:27:19.099 06/02/2013]',10.188
'[23:27:19.100 06/02/2013]',10.219
'[23:27:19.100 06/02/2013]',10.281
'[23:27:19.101 06/02/2013]',10.313
'[23:27:19.101 06/02/2013]',10.344
'[23:27:19.102 06/02/2013]',10.375
'[23:27:19.102 06/02/2013]',10.406
'[23:27:19.103 06/02/2013]',10.375
'[23:27:19.103 06/02/2013]',10.375
'[23:27:19.104 06/02/2013]',10.344
'[23:27:19.104 06/02/2013]',10.313
'[23:27:19.104 06/02/2013]',10.281
'[23:27:19.105 06/02/2013]',10.219
'[23:27:19.105 06/02/2013]',10.156
'[23:27:19.106 06/02/2013]',10.094
'[23:27:19.106 06/02/2013]',10.000
'[23:27:19.107 06/02/2013]',9.938
'[23:27:19.107 06/02/2013]',9.844
'[23:27:19.108 06/02/2013]',9.750
'[23:27:19.108 06/02/2013]',9.688
'[23:27:19.109 06/02/2013]',9.594
'[23:27:19.109 06/02/2013]',9.531
'[23:27:19.110 06/02/2013]',9.469
'[23:27:19.110 06/02/2013]',9.406
'[23:27:19.111 06/02/2013]',9.375
'[23:27:19.111 06/02/2013]',9.344
'[23:27:19.112 06/02/2013]',9.313
'[23:27:19.112 06/02/2013]',9.313
'[23:27:19.113 06/02/2013]',9.313
'[23:27:19.113 06/02/2013]',9.344
'[23:27:19.114 06/02/2013]',9.406
'[23:27:19.114 06/02/2013]',9.469
'[23:27:19.115 06/02/2013]',9.531
'[23:27:19.115 06/02/2013]',9.625
